MS3_id	uniprot_id	gene_name_species	sp_ident	sp_sim	sp_cov	sman_id	sman_ident	sman_simil	sman_cov	sjap_id	sjap_ident	sjap_simil	sjap_cov	opvi_id	opvi_ident	opvi_simil	opvi_cov	closi_id	closi_ident	closi_simil	closi_cov	fahe_id	fahe_ident	fahe_simil	fahe_cov	male_tpm	female_tpm	cel_id	cel_ident	cel_simil	cel_cov	dmel_id	dmel_ident	dmel_simil	dmel_cov	mus_id	mus_ident	mus_simil	mus_cov	hsa_id	hsa_ident	hsa_simil	hsa_lower_75_qtl	hsa_cov	cel_leth	dmel_leth	mus_leth	chokepoint
MS3_10411	Q9NZM1	MYOF_HUMAN	3.4	5.3	0.984043	Smp_141010.1	9.5	9.6	1	Sjp_0078130	14.8	15.2	1	T265_03596	4.8	6.2	0.994681	csin107911	5.9	7.7	0.994681	D915_01370	55.7	67.5	1	0.00	0.00	F43G9.6a	2.5	4.7	0.984043					ENSMUSP00000045036.8	3.4	5.3	0.984043	ENSP00000351094.5	3.5	5.3	TRUE	0.984043				FALSE
MS3_10410	P62310	LSM3_HUMAN	70.6	83.3	1	Smp_078640.1	91.3	91.3	1	Sjp_0075470	86.7	88.6	1	T265_08600	83.7	87.5	1	csin112538	42.6	44.7	0.531915	D915_14274	47.4	50.5	0.531915	201.98	292.96	Y62E10A.12a	61.8	75.5	1	FBpp0083893	71.8	81.6	1	ENSMUSP00000044178.4	70.6	83.3	1	ENSP00000302160.3	70.6	83.3	FALSE	1				TRUE
MS3_10409	Q5ZJL8	ABHDD_CHICK	15.3	23.2	0.408505	Smp_078610.1	30.5	31.2	0.465206	Sjp_0075480	68.3	74.0	0.831186	T265_08601	23.4	30.3	0.939433	csin112539	27.8	36.4	0.951031	D915_14275	22.3	30.2	0.487113	44.01	61.36	W04D2.6a	10.5	16.2	0.412371	FBpp0077328	13.4	22.6	0.404639	ENSMUSP00000036730.5	14.8	22.9	0.42268	ENSP00000365063.3	15.3	22.9	TRUE	0.416237				FALSE
MS3_10407	Q6VY07	PACS1_HUMAN	16.1	29.1	0.811465	Smp_094330.1	47.2	48.9	0.928662	Sjp_0023860	23.3	26.9	0.610191	T265_11380	14.9	21.3	0.803822	csin110843	18.5	26.5	0.807643	D915_07166	7.0	10.4	0.180892	82.64	7.62					FBpp0083894	10.2	16.2	0.55414	ENSMUSP00000025786.7	16.4	29.2	0.8	ENSP00000316454.4	16.1	29.1	TRUE	0.811465		FBpp0083894		FALSE
MS3_10406	Q9PUE4	COPG2_DANRE	19.9	26.2	1	Smp_092770.1	30.3	30.6	1	Sjp_0074500	42.1	44.6	0.749141	T265_07584	19.6	21.3	1	csin101814	26.3	28.5	1	D915_14423	35.1	40.4	0.714777	87.40	95.36	T14G10.5b	17.9	24.8	0.989691	FBpp0085154	18.9	24.9	1	ENSMUSP00000038368.6	20.1	26.1	1	ENSP00000331218.8	24.0	31.3	TRUE	1		FBpp0085154		FALSE
MS3_10405	Q9UKU0	ACSL6_HUMAN	19.9	28.1	0.914773	Smp_165850.1	26.9	40.7	0.954545	Sjp_0077170	47.1	53.6	1	T265_14738	20.4	31.1	0.963068	csin110423	22.1	33.6	0.985795	D915_10299	36.5	52.3	0.892045	20.45	15.77	Y65B4BL.5a	17.5	26.3	0.928977	FBpp0074844	18.3	26.9	0.920455	ENSMUSP00000046585.4	20.4	27.5	0.917614	ENSP00000296869.4	19.3	27.1	TRUE	0.914773				FALSE
MS3_10404						Smp_014420.1	77.9	83.8	0.913242	Sjp_0018440	60.7	68.7	1	T265_05176	11.6	22.6	0.844749	csin110351	8.5	15.8	0.792237	D915_12423	5.4	7.9	0.157534	4.03	0.79																					FALSE
MS3_10403						Smp_129980.1	75.6	80.0	0.994366	Sjp_0018440	38.2	48.4	1													19.39	8.35																					FALSE
MS3_10402						Smp_140470.1	55.1	61.2	0.823881	Sjp_0067060	28.0	37.8	0.814925	T265_02803	16.6	28.4	0.895522	csin109245	18.8	34.1	0.716418					11.82	1.45																					FALSE
MS3_10401	Q9W141	ATPK_DROME	43.5	62.0	0.990741	Smp_140480.1	89.8	93.5	1	Sjp_0030480	75.9	87.0	1	T265_06605	10.0	12.8	0.907407	csin100546	30.0	35.9	1	D915_07758	62.0	75.0	1	790.44	1080.55	R53.4	24.4	32.5	0.935185	FBpp0072246	43.5	62.0	0.990741										R53.4	FBpp0072246		FALSE
MS3_10400						Smp_168360.1	14.2	16.5	1	Sjp_0009320	36.8	53.5	0.985816	T265_11344	9.3	18.3	1	csin111780	9.4	17.4	0.971631	D915_13721	15.0	26.5	0.950355	62.68	115.72																					FALSE
MS3_10399						Smp_157020.1	1.1	1.1	0.788732	Sjp_0053030	1.9	2.1	0.71831	T265_03109	1.0	1.1	0.84507	csin101087	0.1	0.2	0.422535	D915_07055	1.4	1.6	0.422535	0.00	0.00																					FALSE
MS3_10398	P07093	GDN_HUMAN	10.6	19.2	0.882716	Smp_090080.1	31.8	35.0	1	Sjp_0085740	42.7	47.7	0.802469	T265_13901	10.2	17.4	1	csin101500	15.1	25.7	1					81.15	83.73					FBpp0088112	11.0	18.4	0.888889	ENSMUSP00000027467.4	10.3	20.2	0.882716	ENSP00000258405.4	10.6	19.2	TRUE	0.882716				FALSE
MS3_10397	Q93572	RLA0_CAEEL	53.6	70.1	0.903509	Smp_009690.1	84.6	88.7	0.921053	Sjp_0116280	78.9	83.5	0.915205	T265_00229	32.9	40.4	0.921053	csin110061	43.2	54.3	0.748538	D915_12917	15.7	30.9	0.71345	1502.78	1651.17	F25H2.10	53.6	70.1	0.903509	FBpp0078134	53.3	68.7	0.918129	ENSMUSP00000083705.5	51.3	66.7	0.918129	ENSP00000339027.3	52.1	66.5	FALSE	0.906433	F25H2.10	FBpp0078134		TRUE
MS3_10396	Q99614	TTC1_HUMAN	31.9	47.9	0.913934	Smp_072970.1	92.2	95.5	1	Sjp_0132350	65.3	71.8	0.860656	T265_04894	48.4	62.5	0.959016	csin105426	29.7	36.5	0.733607	D915_12100	50.8	61.5	1	160.58	235.48	C34B2.5	25.7	40.2	0.778689	FBpp0082765	40.0	56.3	0.971311	ENSMUSP00000040779.2	32.5	48.6	0.922131	ENSP00000231238.4	31.9	47.9	FALSE	0.913934				FALSE
MS3_10395						Smp_125820.1	73.0	78.8	1	Sjp_0119850	13.3	18.6	0.257002	T265_00762	22.0	38.6	0.92916	csin100494	25.2	42.7	0.864909	D915_03067	11.2	19.6	0.314662	38.54	17.70																					FALSE
MS3_10394						Smp_124700.1	14.7	15.3	0.895928					T265_10026	6.8	10.4	0.846154	csin102327	6.6	10.3	0.846154	D915_11364	21.3	30.9	0.80543	0.00	0.00																					FALSE
MS3_10393	Q8CGZ0	CHERP_MOUSE	11.1	18.0	0.735149	Smp_007180.1	26.0	26.4	0.809406	Sjp_0083000	7.3	12.5	0.762376	T265_05335	17.6	22.7	0.960396	csin113170	12.4	16.4	0.638614	D915_15440	12.4	15.6	0.200495	50.28	38.34	F58G11.5	6.7	13.2	0.589109	FBpp0075048	13.1	20.4	0.841584	ENSMUSP00000148273.1	11.1	18.0	0.735149	ENSP00000439856.2	11.6	18.4	TRUE	0.735149		FBpp0075048		FALSE
MS3_10392	O45947	GLT10_CAEEL	32.2	43.2	0.857621	Smp_159490.1	80.7	83.6	0.881072	Sjp_0066770	52.7	58.4	0.733668	T265_14248	45.0	55.1	0.871022	csin104955	37.0	45.5	0.874372	D915_15853	43.0	50.7	0.730318	3.27	0.34	Y45F10D.3a	31.5	42.1	0.857621	FBpp0072842	35.0	44.8	0.862647	ENSMUSP00000065096.7	37.5	49.2	0.849246	ENSP00000297107.6	36.8	49.1	FALSE	0.849246		FBpp0072842		FALSE
MS3_10391						Smp_090340.1	47.4	48.9	0.510638	Sjp_0042320	49.9	54.4	0.890578	T265_05791	38.5	51.1	0.863222	csin110749	33.3	44.1	0.702128	D915_04649	39.5	51.4	0.790274	31.79	71.09																					FALSE
MS3_10390						Smp_110310.1	44.4	47.7	1					T265_04108	17.8	24.8	0.866142	csin102368	7.8	10.7	0.653543					63.83	36.26																					FALSE
MS3_10389	Q96FW1	OTUB1_HUMAN	31.6	44.7	0.823529	Smp_097810.1	83.3	86.7	1	Sjp_0009800	32.8	36.9	0.428571	T265_14197	52.6	59.1	0.928571	csin112411	29.3	33.3	0.928571	D915_11944	31.9	39.1	0.457983	113.05	115.90	C25D7.8	24.0	38.3	0.844538	FBpp0079577	30.9	44.1	0.823529	ENSMUSP00000025679.4	31.3	44.7	0.823529	ENSP00000402551.2	31.6	44.7	TRUE	0.823529			ENSMUSP00000025679.4	FALSE
MS3_10388	Q6P161	RM54_HUMAN	23.6	35.4	0.650307	Smp_174620.1	87.1	89.6	0.93865	Sjp_0042200	76.8	82.1	0.93865	T265_02170	28.1	34.4	0.834356	csin100638	11.5	16.3	0.766871					113.20	175.17	F25H5.6	26.1	36.7	0.711656	FBpp0071462	26.8	36.6	0.687117					ENSP00000331849.3	23.6	35.4	TRUE	0.650307	F25H5.6	FBpp0071462		FALSE
MS3_10387	Q494V2	CP100_HUMAN	24.0	41.6	0.974239	Smp_147450.1	38.0	40.2	0.667447	Sjp_0075520	10.9	10.9	0.140515	T265_04583	9.0	10.3	0.152225	csin111869	16.4	27.4	0.922717	D915_00904	17.0	22.5	0.379391	10.28	1.02									ENSMUSP00000059976.5	31.7	55.8	0.98829	ENSP00000344749.1	24.0	41.6	TRUE	0.974239				FALSE
MS3_10386	P83104	M3K7L_DROME	20.8	35.6	0.872964	Smp_058790.1	93.8	96.1	1	Sjp_0015720	11.7	19.2	0.912052	T265_06651	26.5	38.6	0.921824	csin103787	28.5	41.1	0.931596	D915_11955	14.3	24.2	0.827362	33.42	15.31	F52F12.3	15.3	24.7	0.876221	FBpp0083400	20.8	35.6	0.872964	ENSMUSP00000079734.6	13.5	24.5	0.889251	ENSP00000358331.3	15.0	27.2	TRUE	0.889251	F52F12.3		ENSMUSP00000079734.6	TRUE
MS3_10385	Q90935	NEUS_CHICK	22.1	44.0	0.946237	Smp_090080.1	72.2	82.8	1	Sjp_0085750	46.2	60.8	0.698925	T265_13901	23.5	38.2	1	csin101500	35.0	55.4	0.991935	D915_06791	23.1	37.2	0.586022	1043.05	1324.29	C05E4.1	22.4	42.9	0.887097	FBpp0089190	22.0	38.3	0.932796	ENSMUSP00000029423.8	23.2	44.1	0.943548	ENSP00000295777.5	23.9	44.8	TRUE	0.943548		FBpp0089190		FALSE
MS3_10384	Q9BUD6	SPON2_HUMAN	4.7	6.1	0.2	Smp_060030.1	68.1	70.1	1					T265_10826	40.8	51.9	0.950877	csin103470	40.7	52.0	0.97193					4.68	0.65					FBpp0289140	19.3	27.8	0.821053	ENSMUSP00000042701.4	4.7	5.9	0.2	ENSP00000290902.5	4.7	6.1	TRUE	0.2				FALSE
MS3_10383	P20073	ANXA7_HUMAN	9.8	13.5	1	Smp_045490.1	20.0	22.3	1	Sjp_0065640	13.8	17.4	1	T265_12643	9.6	13.2	1	csin101327	7.5	10.2	1	D915_10513	18.1	24.8	1	8.91	1.07	T07C4.9a	8.2	13.3	1	FBpp0088505	13.6	20.1	1	ENSMUSP00000066035.9	10.2	14.3	1	ENSP00000362010.4	9.8	13.5	TRUE	1		FBpp0088505	ENSMUSP00000066035.9	FALSE
MS3_10382						Smp_122800.1	11.8	13.0	0.966184	Sjp_0056440	10.0	11.9	0.884058	T265_00362	4.8	7.0	0.927536	csin105527	5.5	8.2	0.94686					9.93	5.49																					FALSE
MS3_10381	P97384	ANX11_MOUSE	8.0	11.9	1	Smp_045490.1	16.0	18.7	1	Sjp_0061880	10.6	14.0	1	T265_12643	7.6	10.9	1	csin101328	8.8	12.9	1	D915_10514	21.6	31.4	0.813725	6.56	0.70	T07C4.9a	6.4	10.9	1	FBpp0074077	9.6	16.1	1	ENSMUSP00000022416.7	8.0	11.9	1	ENSP00000265447.5	7.8	12.3	TRUE	1		FBpp0074077		FALSE
MS3_10380						Smp_045500.1	24.6	28.2	0.980861	Sjp_0065640	19.7	25.0	0.947368													17.23	3.18																					FALSE
MS3_10379	Q15334	L2GL1_HUMAN	22.1	34.4	0.698822	Smp_153310.1	45.9	47.2	0.525773	Sjp_0012060	68.0	75.6	0.936672	T265_02233	37.2	50.7	0.87187	csin103805	35.9	48.4	0.873343	D915_00748	15.0	19.8	0.289396	339.15	70.23	M01A10.2a	17.7	30.3	0.689249	FBpp0077824	21.4	33.8	0.718704	ENSMUSP00000136054.1	21.4	33.0	0.684094	ENSP00000480006.1	22.1	34.1	TRUE	0.696613		FBpp0077824	ENSMUSP00000136054.1	FALSE
MS3_10378	O43242	PSMD3_HUMAN	46.0	57.9	0.955457	Smp_085310.2	83.7	84.2	0.971047	Sjp_0020800	78.0	80.9	0.971047	T265_00810	66.5	75.6	0.971047	csin111198	53.3	62.2	0.955457	D915_13782	17.4	22.9	0.360802	147.75	201.66	C30C11.2	36.1	53.1	0.948775	FBpp0291495	45.5	60.7	0.948775	ENSMUSP00000017365.8	46.0	58.0	0.951002	ENSP00000264639.4	46.0	57.9	FALSE	0.955457	C30C11.2	FBpp0291495		TRUE
MS3_10377	D5GA77	RRP36_TUBMM	12.2	28.4	0.9375	Smp_026300.1	93.8	97.2	1	Sjp_0029870	46.0	52.3	0.607955	T265_07018	50.5	70.9	0.965909	csin104208	50.5	70.3	0.965909					128.36	117.96																					FALSE
MS3_10376	O15973	OPSD1_MIZYE	15.1	28.8	0.778281	Smp_140250.1	69.9	71.7	0.769231	Sjp_0073020	40.9	44.4	0.538462	T265_06254	41.9	53.8	0.900452	csin106115	41.0	53.0	0.884615	D915_00147	43.7	60.1	0.911765	1.96	0.54	T07D4.1	18.9	33.7	0.766968									ENSP00000346557.4	18.1	34.0	TRUE	0.832579				FALSE
MS3_10375	A1YER0	SIX1_GORGO	29.2	38.2	0.599532	Smp_210120.1	84.6	89.1	0.985948	Sjp_0071630	61.4	69.8	0.899297	T265_04507	16.8	24.1	0.908665	csin101057	21.2	26.5	0.772834	D915_07194	34.4	43.4	0.700234	1.22	0.00	C10G8.7	25.6	33.9	0.548009	FBpp0089177	25.8	33.6	0.648712	ENSMUSP00000059026.6	29.0	38.2	0.599532	ENSP00000247182.5	29.2	38.2	TRUE	0.599532		FBpp0089177	ENSMUSP00000059026.6	TRUE
MS3_10374						Smp_210130.1	11.3	14.3	0.52766	Sjp_0071640	22.1	32.7	0.642553													0.09	0.13																					FALSE
MS3_10373						Smp_179220.1	89.4	94.1	0.976471	Sjp_0083350	10.9	13.2	0.894118													2.55	1.77																					FALSE
MS3_10372						Smp_205750.1	32.5	36.6	0.666667																	4.21	1.18																					FALSE
MS3_10371	Q91WF7	FIG4_MOUSE	15.4	24.3	0.688722	Smp_157920.1	46.4	49.5	0.984962	Sjp_0003190	51.5	60.9	0.778947	T265_15509	16.0	23.5	0.870677	csin106622	24.6	35.8	0.72782	D915_09310	20.6	30.1	0.627068	14.39	4.71	C34B7.2	16.3	25.0	0.685714	FBpp0077133	16.9	25.6	0.684211	ENSMUSP00000039598.3	15.4	24.3	0.688722	ENSP00000230124.3	15.7	23.7	TRUE	0.651128		FBpp0077133		FALSE
MS3_10370	Q28IT1	ERLEC_XENTR	23.1	37.6	0.841014	Smp_149050.1	73.0	78.0	0.967742	Sjp_0079540	48.0	56.3	0.859447	T265_00171	27.9	44.1	0.940092	csin102909	22.0	37.6	0.923963	D915_07113	15.4	22.4	0.458525	45.53	35.91	Y105E8A.2	20.6	35.2	0.870968	FBpp0079892	22.3	33.7	0.884793	ENSMUSP00000072929.7	24.6	36.7	0.831797	ENSP00000185150.4	24.5	36.8	TRUE	0.841014				TRUE
MS3_10369	O02197	CCA_SCHMA	28.7	30.1	0.331717	Smp_211110.1	66.4	67.7	0.702231	Sjp_0113680	30.5	33.1	0.419011	T265_06603	30.8	37.2	0.700291	csin113158	36.8	44.6	0.730359	D915_08561	31.9	40.2	0.675073	51.74	36.89	F09G2.4	17.1	27.5	0.57808	FBpp0084726	18.5	28.7	0.546072	ENSMUSP00000047797.8	18.9	28.9	0.548982	ENSP00000298875.4	19.1	28.0	TRUE	0.541222	F09G2.4	FBpp0084726		FALSE
MS3_10368	Q7L1V2	MON1B_HUMAN	12.4	16.0	0.870192	Smp_140440.1	30.1	32.9	0.913462	Sjp_0051060	26.5	30.6	0.985577					csin110773	9.3	13.4	0.514423	D915_13830	16.2	21.2	0.341346	7.18	8.03	F41H10.11	7.6	13.5	0.673077	FBpp0077079	13.5	20.4	0.971154	ENSMUSP00000045089.8	10.9	15.7	0.875	ENSP00000457858.1	25.2	32.6	TRUE	0.870192	F41H10.11	FBpp0077079		FALSE
MS3_10367	Q8MS27	RM35_DROME	15.8	30.0	0.826389	Smp_140550.1	78.0	81.0	0.993056	Sjp_0064210	71.8	80.1	1	T265_15038	42.4	56.5	0.9375	csin108807	40.8	53.1	0.9375					18.72	27.67					FBpp0083569	15.8	30.0	0.826389											FBpp0083569		TRUE
MS3_10366	O16025	AOSL_PLEHO	8.7	15.5	0.861257	Smp_034020.1	79.3	80.6	1	Sjp_0115980	85.2	90.8	1	T265_15039	37.2	42.6	0.968586	csin108806	56.1	64.7	0.968586	D915_11307	22.7	28.5	0.366492	29.15	16.24									ENSMUSP00000019051.2	14.0	23.2	0.824607	ENSP00000251535.6	14.4	22.4	TRUE	0.842932				FALSE
MS3_10365	Q5RD16	SFXN3_PONAB	14.2	16.9	0.948052	Smp_136960.1	3.8	4.5	1	Sjp_0015120	26.1	29.4	1	T265_00805	9.0	11.8	1	csin105965	14.9	19.2	1	D915_06047	40.3	48.1	0.597403	17.11	26.82	C47D12.3a	10.6	14.2	0.948052	FBpp0078553	9.9	13.0	0.974026	ENSMUSP00000059419.5	13.5	16.9	0.948052	ENSP00000224807.5	13.7	16.4	TRUE	0.948052				FALSE
MS3_10364	O75431	MTX2_HUMAN	20.3	39.1	0.926531	Smp_136960.1	13.6	14.5	0.942857	Sjp_0059510	9.1	11.5	0.853061	T265_07667	34.9	55.8	0.955102	csin102103	4.3	6.6	1	D915_11185	40.6	60.2	0.979592	31.02	39.28	ZC97.1a	20.6	37.9	0.930612					ENSMUSP00000028511.7	19.9	38.1	0.926531	ENSP00000249442.6	20.3	39.1	TRUE	0.926531				FALSE
MS3_10363	Q91W96	APC4_MOUSE	11.1	18.9	0.9	Smp_136960.1	19.6	20.7	0.987879	Sjp_0059510	17.0	18.7	0.975758	T265_07666	21.2	30.1	0.918182	csin102103	6.6	8.8	0.930303	D915_11186	28.7	39.3	0.636364	8.14	2.76									ENSMUSP00000031072.7	11.1	18.9	0.9	ENSP00000318775.3	10.8	19.5	TRUE	0.930303			ENSMUSP00000031072.7	FALSE
MS3_10362	Q640V2	RMD5A_XENTR	23.2	38.3	0.857909	Smp_084400.2	75.1	76.3	1	Sjp_0072340	65.7	69.5	0.9437	T265_13946	40.5	52.4	0.978552	csin106042	40.1	55.0	0.959786	D915_14629	23.1	29.8	0.420912	195.08	118.58	T07D1.2	18.8	29.8	0.774799	FBpp0071476	19.4	32.3	0.828418	ENSMUSP00000002292.8	23.2	38.1	0.857909	ENSP00000283632.4	23.2	38.1	TRUE	0.857909				FALSE
MS3_10361	Q9NPG3	UBN1_HUMAN	4.4	7.0	0.914474	Smp_167920.1	13.2	13.5	0.75	Sjp_0135110	39.9	42.8	0.947368	T265_06094	7.9	10.1	0.894737	csin112144	34.9	42.8	0.519737					0.00	0.00					FBpp0303324	4.2	6.5	0.861842	ENSMUSP00000036188.8	4.1	6.2	0.888158	ENSP00000262376.5	4.4	7.0	TRUE	0.914474		FBpp0303324		FALSE
MS3_10360						Smp_167920.1	26.8	28.6	1	Sjp_0011290	8.4	9.2	0.324324	T265_06094	10.3	13.5	0.972973	csin112144	18.4	21.9	0.328829	D915_13393	9.9	14.6	0.306306	48.00	20.67																					FALSE
MS3_10359	Q15386	UBE3C_HUMAN	5.4	7.1	0.817568	Smp_130650.1	8.2	8.6	1	Sjp_0034830	8.9	10.4	0.986486	T265_09230	6.0	7.7	0.966216	csin111414	6.3	8.1	0.966216	D915_05900	24.0	32.6	0.527027	6.20	3.61	Y39A1C.2	5.7	8.7	0.966216	FBpp0072169	5.5	7.6	0.878378	ENSMUSP00000045998.4	5.5	7.1	0.817568	ENSP00000309198.8	5.4	7.1	TRUE	0.817568				TRUE
MS3_10358	A2BIR6	YDJC_DANRE	19.2	27.2	1					Sjp_0037770	55.4	67.5	0.859155	T265_14542	16.5	25.2	0.978873	csin111778	16.9	25.7	0.992958	D915_12799	31.6	37.9	0.788732	12.14	16.58									ENSMUSP00000111366.1	17.2	25.2	0.866197	ENSP00000292778.6	14.0	21.1	TRUE	0.866197				FALSE
MS3_10357						Smp_175670.1	44.4	60.1	1	Sjp_0094900	10.1	15.0	0.376712													0.00	0.00																					FALSE
MS3_10356	Q5REE1	MIER1_PONAB	17.5	28.6	0.599451	Smp_101370.1	85.4	90.9	0.990398	Sjp_0058760	63.8	74.3	0.979424	T265_03747	10.8	17.9	0.561043	csin110022	33.8	47.7	0.79561	D915_13060	21.0	29.9	0.513032	139.31	66.56	T07F8.4	13.3	21.5	0.422497	FBpp0088056	21.8	31.9	0.665295	ENSMUSP00000102470.1	17.7	28.5	0.599451	ENSP00000347514.3	18.0	28.8	TRUE	0.607682	T07F8.4	FBpp0088056		FALSE
MS3_10355	Q95LR0	CFA91_MACFA	5.8	7.0	1	Smp_084640.1	77.8	79.0	1	Sjp_0078000	15.4	18.9	1	T265_10932	4.4	5.9	1	csin112069	7.1	8.9	1	D915_09403	25.3	29.8	1	2.53	0.00									ENSMUSP00000023501.8	4.2	5.5	0.970588	ENSP00000273390.5	4.4	5.5	TRUE	1				FALSE
MS3_10354	Q96MU7	YTDC1_HUMAN	16.2	23.9	0.550562	Smp_040460.1	5.7	10.4	0.335955	Sjp_0065390	58.0	63.1	0.783146	T265_04383	23.8	31.3	0.652809	csin106069	25.8	34.2	0.586517	D915_07047	31.1	42.1	0.694382	216.24	223.45					FBpp0072940	17.6	25.6	0.623596	ENSMUSP00000039133.7	16.8	24.0	0.559551	ENSP00000339245.4	16.2	23.9	TRUE	0.550562		FBpp0072940		FALSE
MS3_10353						Smp_140360.1	11.3	11.6	1	Sjp_0064360	8.8	9.5	1													10.84	4.29																					FALSE
MS3_10352	Q9BYW2	SETD2_HUMAN	6.7	11.4	0.944742	Smp_210650.1	31.5	33.7	0.682709	Sjp_0088390	44.6	50.0	0.688057	T265_10344	16.2	21.1	0.928699	csin108187	36.8	47.6	0.960784	D915_11718	21.0	30.0	0.655971	31.23	13.25									ENSMUSP00000142960.1	14.5	22.7	0.729055	ENSP00000386759.3	6.7	11.4	TRUE	0.944742			ENSMUSP00000142960.1	FALSE
MS3_10351						Smp_152870.1	8.7	8.9	1	Sjp_0075830	7.8	8.5	1	T265_03893	3.0	4.5	0.967033	csin100708	3.9	5.8	0.934066	D915_07518	20.3	28.8	0.934066	43.90	24.32																					FALSE
MS3_10350						Smp_179050.1	17.6	19.4	0.944724					T265_12632	5.5	9.1	0.80402	csin104294	5.6	8.8	0.623116					0.46	0.32																					FALSE
MS3_10349	Q12893	TM115_HUMAN	10.5	15.4	0.552995	Smp_179060.1	26.9	29.0	0.64977	Sjp_0096580	36.6	45.1	0.658986	T265_00774	12.7	18.4	0.612903	csin104295	12.5	18.3	0.617512	D915_00919	8.3	14.4	0.322581	47.52	96.36									ENSMUSP00000010189.1	10.8	16.8	0.612903	ENSP00000266025.3	10.5	15.4	TRUE	0.552995			ENSMUSP00000010189.1	FALSE
MS3_10348	Q5R614	SYLC_PONAB	19.4	26.8	0.744371	Smp_194160.1	36.4	38.4	0.737748	Sjp_0050100	34.1	37.1	0.764238	T265_11386	27.7	33.7	0.819868	csin100096	27.8	33.1	0.766887	D915_00716	21.7	29.2	0.449007	46.47	40.56	R74.1	18.2	25.7	0.707285	FBpp0077251	20.5	26.6	0.741722	ENSMUSP00000095197.3	19.3	26.9	0.741722	ENSP00000377954.2	19.4	26.7	TRUE	0.744371	R74.1	FBpp0077251	ENSMUSP00000095197.3	FALSE
MS3_10347						Smp_191250.1	14.6	14.9	1					T265_10231	2.8	3.3	0.971963	csin109935	4.0	5.1	0.981308					19.25	13.37																					FALSE
MS3_10346	Q2YDE7	ARCH_BOVIN	38.1	45.8	0.990566	Smp_054450.1	56.3	57.4	1	Sjp_0083550	30.9	37.7	0.745283	T265_13584	29.8	33.7	0.981132	csin102016	8.6	10.1	0.613208					56.53	129.40	C43H8.1	31.0	42.6	1	FBpp0083515	39.1	48.7	1	ENSMUSP00000120925.1	36.3	46.4	0.990566	ENSP00000417677.1	35.0	42.8	TRUE	0.990566		FBpp0083515		FALSE
MS3_10345	P51569	AGAL_MOUSE	35.3	51.7	0.947644	Smp_179260.1	31.7	35.1	0.997382	Sjp_0023260	28.3	35.7	0.856021	T265_14299	41.2	57.1	0.997382	csin100806	30.6	42.0	0.973822	D915_01515	45.6	60.1	0.86911	0.11	0.58	R07B7.11	32.1	49.2	0.989529	FBpp0086315	35.7	53.6	0.939791	ENSMUSP00000033621.6	35.1	51.5	0.947644	ENSP00000218516.3	31.7	46.9	FALSE	0.900524				FALSE
MS3_10344						Smp_107700.1	7.5	9.2	1					T265_04108	17.4	27.5	0.961538									0.00	0.00																					FALSE
MS3_10343	P48158	RL23_CAEEL	65.7	73.6	1	Smp_007900.1	81.4	81.4	1	Sjp_0031920	81.4	81.4	1	T265_08876	75.7	80.0	1	csin109027	75.7	80.0	1					690.69	1873.00	B0336.10	65.7	73.6	1	FBpp0071808	65.0	74.3	1	ENSMUSP00000099435.4	61.4	74.3	1	ENSP00000377865.1	61.4	74.3	FALSE	1	B0336.10	FBpp0071808		FALSE
MS3_10342						Smp_126400.1	68.4	69.7	0.697368	Sjp_0031900	30.9	34.8	1	T265_02338	12.5	21.0	0.973684	csin109030	16.0	24.0	0.907895	D915_01428	18.6	25.5	0.907895	0.00	0.00																					FALSE
MS3_10341						Smp_166050.1	54.9	57.1	0.784013	Sjp_0059140	41.4	46.4	0.554791	T265_00873	22.3	33.2	0.881948	csin111298	22.4	33.3	0.849656	D915_05013	4.0	6.4	0.14505	97.74	53.39																					FALSE
MS3_10340	Q3TLH4	PRC2C_MOUSE	3.5	5.7	0.848718	Smp_166050.1	18.0	18.4	1	Sjp_0059160	20.4	22.9	1	T265_00873	7.3	9.6	0.946154	csin111298	6.3	8.5	0.846154	D915_05013	12.8	18.0	0.65641	0.00	0.00	F52G3.1	8.6	13.7	0.889744					ENSMUSP00000138433.1	3.5	5.7	0.848718	ENSP00000400540.2	4.9	7.4	TRUE	0.776923				FALSE
MS3_10339						Smp_136810.1	52.1	54.3	0.555556	Sjp_0049340	56.0	63.4	0.733333	T265_09288	37.3	50.9	0.91746	csin110886	35.9	49.5	0.91746	D915_12906	17.2	21.8	0.314286	105.46	98.49					FBpp0304961	12.0	19.7	0.657143											FBpp0304961		FALSE
MS3_10338	Q66KA5	YIPF5_XENTR	28.7	44.0	0.945946	Smp_027080.1	55.7	63.1	0.900901	Sjp_0049330	49.8	59.7	0.878378	T265_02519	33.0	44.2	0.923423	csin106491	36.6	50.2	0.918919	D915_13835	20.6	26.8	0.373874	16.84	39.71	F32D8.14a	27.3	38.9	0.855856	FBpp0080011	20.5	33.7	0.783784	ENSMUSP00000025364.4	25.8	40.1	0.900901	ENSP00000274496.5	26.5	44.8	TRUE	0.95045		FBpp0080011	ENSMUSP00000025364.4	FALSE
MS3_10337										Sjp_0099710	44.9	54.8	0.80427													0.32	0.00																					FALSE
MS3_10336						Smp_179970.1	24.8	36.2	1	Sjp_0102840	25.0	41.1	0.791304													0.00	0.00																					FALSE
